cell_id,longitude,latitude,trees,shrubland,grassland,cropland,built_up,bare_sparse_vegetation,snow_ice,permanent_water_bodies,herbaceous_wetland,mangroves,moss_lichen,fraction_sum,valid_pixel_count,mean_elevation_m,mean_slope_deg
NGA_5km_032524,11.56347596871852,10.878204040436612,0.0001893866328108,0.000610245816835,0.3473491132146276,0.6296088464600482,0.0174726704567374,0.0011608699159333,0.0,0.0,0.0036088675030073,0.0,0.0,1.0,285131,255.76268325617283,0.3066543061056255
NGA_5km_030412,10.979571034040832,7.330808944905003,0.8326079794704628,0.0725538813656303,0.0948381391639068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,288365,867.2671682098766,3.579363034095293
NGA_5km_024656,9.18294046580179,10.745848827131825,0.0239647145307522,0.6487135506003431,0.1931144327370742,0.133426681135576,5.950922392970911e-05,0.0007211117723247,0.0,0.0,0.0,0.0,0.0,1.0,285670,663.1349344135803,1.5329706639419367
NGA_5km_029427,10.665160684599,9.552121820257485,0.000132770108557,0.0005171046333273,0.0733065696746084,0.922245631688731,0.0001851793619348,0.0036127445328413,0.0,0.0,0.0,0.0,0.0,1.0,286209,233.40299479166663,0.7093665040569541
NGA_5km_005325,4.736279809410158,11.274914583000474,0.0201059762748074,0.2999135604655085,0.3862160566706021,0.2930581323438466,0.0003830044414459,0.0003197560015741,0.0,3.513802215100917e-06,0.0,0.0,0.0,1.0,284592,201.74099392361111,0.8749440511067709
NGA_5km_031541,11.293981383482665,8.75393927820405,5.221259576660273e-05,0.0077692342500704,0.0206448603661147,0.9705660193465072,0.0004002965675439,0.000567376873997,0.0,0.0,0.0,0.0,0.0,1.0,287287,213.24959008487653,1.0143938417787906
NGA_5km_037706,13.719432650605372,12.812313659417557,0.0002222112488272,0.013106936518126,0.9812425488688388,0.001372066282441,0.0,0.0009135351340674,0.0,0.0,0.0031427019476992,0.0,0.0,1.0,283514,284.153694058642,0.0799079588901849
NGA_5km_022050,8.50920400271215,8.26530666107573,0.0441997027362881,0.1889887116367952,0.1391535293974318,0.6276580562294848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,287287,209.03901427469137,0.9036258650414738
NGA_5km_032404,11.518560204512545,12.373962632356651,0.0,0.0128813988938683,0.628601000517509,0.3584612730722787,0.0,5.632751634378092e-05,0.0,0.0,0.0,0.0,0.0,1.0,284053,343.65140335648147,0.1595447563830717
NGA_5km_023359,8.823614352153982,9.552121820257485,0.0017889025152947,0.0470879671848194,0.6628093456180624,0.274205213672526,0.0071032008078012,0.0070053702014961,0.0,0.0,0.0,0.0,0.0,1.0,286209,1256.327739197531,1.5089380711684992
