cell_id,longitude,latitude,trees,shrubland,grassland,cropland,built_up,bare_sparse_vegetation,snow_ice,permanent_water_bodies,herbaceous_wetland,mangroves,moss_lichen,fraction_sum,valid_pixel_count
NGA_5km_037095,13.360106536957565,12.242312496414346,0.0010068543546450839,0.017193974363939123,0.9533115298905486,0.026051476308998674,0.0,7.745033497269876e-05,0.0,0.0,0.0023587147468958256,0.0,0.0,1.0,284053
NGA_5km_013206,6.4879946134432265,12.330086591116315,6.348892823634812e-05,0.0035730157946344803,0.21281136028555908,0.7429086394322679,0.004419534837785788,0.036223960721516395,0.0,0.0,0.0,0.0,0.0,1.0,283514
NGA_5km_036680,13.135527715927683,13.424720582755056,0.0,0.002655468849580082,0.9460621167273294,0.003738900140208755,0.0,0.02605191972694699,0.0,3.1865626194960984e-05,0.021459728929739835,0.0,0.0,1.0,282436
NGA_5km_000447,3.0294807695830683,8.354195057619792,0.7185671471385757,0.21117558399788364,0.06977343214277013,0.00044554748387501,3.8289236895508674e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,287287
NGA_5km_012860,6.44307884923725,6.305065872671644,0.3818950239525932,0.03774956386896686,0.49809279206933793,0.017161410018552876,0.06464777227037355,0.00045343782017556007,0.0,0.0,0.0,0.0,0.0,1.0,288904
NGA_5km_004981,4.646448280998206,11.407030806773237,0.00021042959201209268,0.04082334085034598,0.10407847620918104,0.8534077318846425,0.0006768818543055648,0.0008031396095128204,0.0,0.0,0.0,0.0,0.0,1.0,285131
NGA_5km_012744,6.398163085031274,10.569285027250453,0.013827143207197115,0.06742045016977631,0.12964259460216335,0.7821297301081668,0.002639409108411804,0.004340672804284664,0.0,0.0,0.0,0.0,0.0,1.0,285670
NGA_5km_027174,9.946508457303382,12.549392851924994,0.0,0.05842392262815946,0.13650825003350806,0.7929837679973476,0.011301029226069965,0.0007830301149149601,0.0,0.0,0.0,0.0,0.0,1.0,283514
NGA_5km_004404,4.511700988380278,8.531910902973658,0.06506037516490479,0.10368725351303748,0.08618907225179002,0.1878017452930345,0.5561720509455701,0.0010895028316631103,0.0,0.0,0.0,0.0,0.0,1.0,287287
NGA_5km_004672,4.556616752586254,12.899893277054373,4.2406573018817915e-05,0.016206378655358247,0.3193250287127838,0.6491103454368761,0.003555084371410902,0.011760756250552168,0.0,0.0,0.0,0.0,0.0,1.0,282975
NGA_5km_011666,6.173584264001392,9.90627931874005,0.10788968900349045,0.46579597427055053,0.37743397307561954,0.04864626898525204,0.0001746975112592546,5.9397153828146565e-05,0.0,0.0,0.0,0.0,0.0,1.0,286209
NGA_5km_033979,12.057549374984259,7.598019512079751,0.6593497460271136,0.13492179302773202,0.20572846094515437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,287826
NGA_5km_010552,5.9490054429715125,7.820568321819245,0.4649232522426744,0.38757096301237554,0.11505562388387429,0.013866016273720928,0.01855982433831551,2.4320249039350164e-05,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,287826
NGA_5km_034381,12.192296667602186,9.463524311750245,0.01298003822171384,0.12023449160935734,0.3438698787785791,0.3965991044401356,0.00953101678128531,6.974765299147683e-05,0.0,0.019278251286844197,0.09743747122909314,0.0,0.0,1.0,286748
